"","chromosome","start","end","sampleFrequency","gainFrequency","lossFrequency","gainProportion","lossProportion"
"9143","chr1",72417603,72612604,31,0,0,0,0
"9144","chr6",72584950,72636370,31,0,0,0,0
"9145","chr9",72025998,72654875,31,0,0,0,0
"9146","chr16",72588435,72665466,31,0,0,0,0
"9147","chr13",72609821,72677134,31,0,0,0,0
"9148","chr13",72677135,72707399,31,0,0,0,0
"9149","chr3",72548858,72709377,31,0,0,0,0
"9150","chr1",72612605,72727198,31,0,0,0,0
"9151","chr13",72707400,72753518,31,0,0,0,0
"9152","chr1",72727199,72766028,31,0,0,0,0
"9153","chr1",72766029,72803229,31,0,0,0,0
"9154","chr13",72753519,72809300,31,0,0,0,0
"9155","chr13",72809301,72817128,31,0,0,0,0
"9156","chr13",72817129,72818635,31,0,0,0,0
"9157","chr6",72636371,72833683,31,0,0,0,0
"9158","chr6",72833684,72835771,31,0,1,0,0.032258064516129
"9159","chr8",72603385,72836209,31,0,0,0,0
"9160","chr8",72836210,72837334,31,0,0,0,0
"9161","chr10",72570992,72876173,31,0,0,0,0
"9162","chr17",72447991,72893350,31,0,0,0,0
"9163","chr7",72515050,72934012,31,0,0,0,0
"9164","chr7",72934013,72934087,31,0,1,0,0.032258064516129
"9165","chr7",72934088,72934162,31,0,2,0,0.0645161290322581
"9166","chr7",72934163,72934387,31,0,4,0,0.129032258064516
"9167","chr7",72934388,72936242,31,0,5,0,0.161290322580645
"9168","chr7",72936243,72936317,31,0,2,0,0.0645161290322581
"9169","chr6",72835772,72952549,31,0,0,0,0
"9170","chr6",72952550,72955729,31,0,0,0,0
"9171","chr6",72955730,72955818,30,0,0,0,0
"9172","chr6",72955819,72956401,31,1,0,0.032258064516129,0
"9173","chr6",72956402,72981260,31,0,0,0,0
"9174","chr6",72981261,72981676,30,0,0,0,0
"9175","chr1",72803230,72995102,31,0,0,0,0
"9176","chr10",72876174,73019723,31,0,0,0,0
"9177","chr1",72995103,73051257,31,0,0,0,0
"9178","chr1",73051258,73129400,31,0,0,0,0
"9179","chr18",72550730,73134168,31,0,0,0,0
"9180","chr18",73134169,73134547,31,1,0,0.032258064516129,0
"9181","chr9",72654876,73160110,31,0,0,0,0
"9182","chr7",72936318,73208284,31,0,0,0,0
"9183","chr18",73134548,73209558,31,0,0,0,0
"9184","chr18",73209559,73209933,31,2,0,0.0645161290322581,0
"9185","chr18",73209934,73210043,31,2,0,0.0645161290322581,0
"9186","chr3",72709378,73219604,31,0,0,0,0
"9187","chr3",73219605,73220153,31,0,2,0,0.0645161290322581
"9188","chr7",73208285,73229691,31,0,0,0,0
"9189","chr18",73210044,73240495,31,0,0,0,0
"9190","chr3",73220154,73255685,31,0,0,0,0
"9191","chr3",73255686,73255760,31,1,0,0.032258064516129,0
"9192","chr3",73255761,73270888,31,2,0,0.0645161290322581,0
"9193","chr5",72110215,73273990,31,0,0,0,0
"9194","chr5",73273991,73325015,31,0,0,0,0
"9195","chr3",73270889,73326034,31,0,0,0,0
"9196","chr3",73326035,73326109,31,5,0,0.161290322580645,0
"9197","chr3",73326110,73327159,31,10,0,0.32258064516129,0
"9198","chr18",73240496,73362730,31,0,0,0,0
"9199","chr18",73362731,73378667,31,0,0,0,0
"9200","chr8",72837335,73389603,31,0,0,0,0
"9201","chr8",73389604,73393044,31,0,1,0,0.032258064516129
"9202","chr8",73393045,73393119,31,0,2,0,0.0645161290322581
"9203","chr8",73393120,73396761,31,0,3,0,0.0967741935483871
"9204","chr8",73396762,73396836,31,0,2,0,0.0645161290322581
"9205","chr8",73396837,73396911,31,0,1,0,0.032258064516129
"9206","chr1",73129401,73406072,31,0,0,0,0
"9207","chr1",73406073,73406293,31,1,1,0.032258064516129,0.032258064516129
"9208","chr1",73406294,73413976,31,1,11,0.032258064516129,0.354838709677419
"9209","chr1",73413977,73415008,31,1,12,0.032258064516129,0.387096774193548
"9210","chr1",73415009,73424261,31,2,12,0.0645161290322581,0.387096774193548
"9211","chr1",73424262,73424973,31,2,12,0.0645161290322581,0.387096774193548
"9212","chr1",73424974,73437967,31,2,12,0.0645161290322581,0.387096774193548
"9213","chr1",73437968,73438718,31,1,12,0.032258064516129,0.387096774193548
"9214","chr1",73438719,73439407,31,0,12,0,0.387096774193548
"9215","chr1",73439408,73457727,31,0,4,0,0.129032258064516
"9216","chr11",72356439,73468891,31,0,0,0,0
"9217","chr17",72893351,73510541,31,0,0,0,0
"9218","chr16",72665467,73511927,31,0,0,0,0
"9219","chr18",73378668,73532271,31,0,0,0,0
"9220","chr18",73532272,73533778,30,0,0,0,0
"9221","chr16",73511928,73537384,31,0,0,0,0
"9222","chr17",73510542,73551894,31,0,0,0,0
"9223","chr10",73019724,73555326,31,0,0,0,0
"9224","chr10",73555327,73555920,31,1,0,0.032258064516129,0
"9225","chr17",73551895,73561936,31,0,0,0,0
"9226","chr16",73537385,73561949,31,0,0,0,0
"9227","chr9",73160111,73566225,31,0,0,0,0
"9228","chr9",73566226,73566300,31,0,1,0,0.032258064516129
"9229","chr9",73566301,73568366,31,0,2,0,0.0645161290322581
"9230","chr9",73568367,73568441,31,0,1,0,0.032258064516129
"9231","chr3",73327160,73576656,31,0,0,0,0
"9232","chr11",73468892,73578009,31,0,0,0,0
"9233","chr3",73576657,73583622,31,2,0,0.0645161290322581,0
"9234","chr3",73583623,73593018,31,2,0,0.0645161290322581,0
"9235","chr13",72818636,73617087,31,0,0,0,0
"9236","chr16",73561950,73673434,31,0,0,0,0
"9237","chr16",73673435,73679177,31,0,0,0,0
"9238","chr1",73457728,73679584,31,0,0,0,0
"9239","chr18",73533779,73685894,31,0,0,0,0
"9240","chr13",73617088,73688531,31,0,0,0,0
"9241","chr13",73688532,73695476,31,0,0,0,0
"9242","chr1",73679585,73709033,31,0,0,0,0
"9243","chr13",73695477,73718192,31,0,0,0,0
"9244","chr13",73718193,73718270,28,0,0,0,0
"9245","chr13",73718271,73721280,27,0,0,0,0
"9246","chr13",73721281,73721357,28,0,0,0,0
"9247","chr13",73721358,73721507,29,0,0,0,0
"9248","chr15",72481668,73728860,31,0,0,0,0
"9249","chr15",73728861,73733140,31,3,0,0.0967741935483871,0
"9250","chr15",73733141,73736408,31,4,0,0.129032258064516,0
"9251","chr1",73709034,73739142,31,0,0,0,0
"9252","chr1",73739143,73741026,31,0,0,0,0
"9253","chr1",73741027,73765773,31,0,0,0,0
"9254","chr9",73568442,73811864,31,0,0,0,0
"9255","chr9",73811865,73814939,31,0,0,0,0
"9256","chr9",73814940,73816439,31,1,0,0.032258064516129,0
"9257","chr9",73816440,73826227,31,0,0,0,0
"9258","chr10",73555921,73845665,31,0,0,0,0
"9259","chr16",73679178,73866121,31,0,0,0,0
"9260","chr8",73396912,73875705,31,0,0,0,0
"9261","chr9",73826228,73885494,31,0,0,0,0
"9262","chr9",73885495,73886406,31,0,0,0,0
"9263","chr10",73845666,73895460,31,0,0,0,0
"9264","chr10",73895461,73898982,31,0,0,0,0
"9265","chr10",73898983,73907328,31,1,0,0.032258064516129,0
"9266","chr16",73866122,73925414,31,0,0,0,0
"9267","chr10",73907329,73948327,31,0,0,0,0
"9268","chr10",73948328,73948402,31,4,0,0.129032258064516,0
"9269","chr10",73948403,73948477,31,5,0,0.161290322580645,0
"9270","chr10",73948478,73949469,31,5,0,0.161290322580645,0
"9271","chr8",73875706,73954431,31,0,0,0,0
"9272","chr18",73685895,73955235,31,0,0,0,0
"9273","chr1",73765774,74040769,31,0,0,0,0
"9274","chr1",74040770,74040844,31,0,2,0,0.0645161290322581
"9275","chr1",74040845,74047511,31,0,3,0,0.0967741935483871
"9276","chr11",73578010,74067833,31,0,0,0,0
"9277","chr11",74067834,74068393,31,0,0,0,0
"9278","chr15",73736409,74097842,31,0,0,0,0
"9279","chr15",74097843,74107642,31,4,0,0.129032258064516,0
"9280","chr18",73955236,74127571,31,0,0,0,0
"9281","chr18",74127572,74164358,31,0,0,0,0
"9282","chr10",73949470,74172739,31,0,0,0,0
"9283","chr5",73325016,74190958,31,0,0,0,0
"9284","chr5",74190959,74198792,31,0,0,0,0
"9285","chr5",74198793,74232678,31,0,0,0,0
"9286","chr10",74172740,74250103,31,0,0,0,0
"9287","chr10",74250104,74250577,31,0,0,0,0
"9288","chr11",74068394,74275963,31,0,0,0,0
"9289","chr16",73925415,74292041,31,0,0,0,0
"9290","chr16",74292042,74292566,31,1,0,0.032258064516129,0
"9291","chrX",64970112,74293724,31,0,0,0,0
"9292","chrX",74293725,74293876,31,0,0,0,0
"9293","chr11",74275964,74305105,31,0,0,0,0
"9294","chr11",74305106,74309336,31,0,0,0,0
"9295","chr11",74309337,74311215,31,1,0,0.032258064516129,0
"9296","chr11",74311216,74316540,31,2,0,0.0645161290322581,0
"9297","chr11",74316541,74316690,31,2,0,0.0645161290322581,0
"9298","chr11",74316691,74317290,31,2,0,0.0645161290322581,0
"9299","chr10",74250578,74329841,31,0,0,0,0
"9300","chr15",74107643,74373497,31,0,0,0,0
"9301","chr15",74373498,74375271,31,0,1,0,0.032258064516129
"9302","chr4",71863633,74378430,31,0,0,0,0
"9303","chr4",74378431,74380197,31,0,1,0,0.032258064516129
"9304","chr10",74329842,74412984,31,0,0,0,0
"9305","chr10",74412985,74413884,31,1,0,0.032258064516129,0
"9306","chr3",73593019,74414880,31,0,0,0,0
"9307","chr3",74414881,74418140,31,0,2,0,0.0645161290322581
"9308","chr3",74418141,74418215,31,0,1,0,0.032258064516129
"9309","chr10",74413885,74451610,31,0,0,0,0
"9310","chrX",74293877,74465347,31,0,0,0,0
"9311","chrX",74465348,74466174,31,0,0,0,0
"9312","chrX",74466175,74492696,31,0,0,0,0
"9313","chr16",74292567,74499094,31,0,0,0,0
"9314","chr10",74451611,74505183,31,0,0,0,0
"9315","chr10",74505184,74505472,30,0,0,0,0
"9316","chr4",74380198,74506883,31,0,0,0,0
"9317","chr4",74506884,74508806,31,0,2,0,0.0645161290322581
"9318","chr16",74499095,74531328,31,0,0,0,0
"9319","chr3",74418216,74548244,31,0,0,0,0
"9320","chr3",74548245,74553401,31,2,0,0.0645161290322581,0
"9321","chr16",74531329,74583102,31,0,0,0,0
"9322","chr10",74505473,74685583,31,0,0,0,0
"9323","chr16",74583103,74695711,31,0,0,0,0
"9324","chr10",74685584,74714705,31,0,0,0,0
"9325","chr7",73229692,74735657,31,0,0,0,0
"9326","chr10",74714706,74738743,31,0,0,0,0
"9327","chr7",74735658,74743771,31,1,0,0.032258064516129,0
"9328","chr16",74695712,74748632,31,0,0,0,0
"9329","chr10",74738744,74765655,31,0,0,0,0
"9330","chr10",74765656,74767474,31,2,0,0.0645161290322581,0
"9331","chr10",74767475,74768302,30,2,0,0.0645161290322581,0
"9332","chr10",74768303,74769746,23,2,0,0.0645161290322581,0
"9333","chr10",74769747,74770065,26,5,0,0.161290322580645,0
"9334","chr10",74770066,74777766,31,9,0,0.290322580645161,0
"9335","chr10",74777767,74777841,31,7,0,0.225806451612903,0
"9336","chr10",74777842,74778367,31,4,0,0.129032258064516,0
"9337","chr10",74778368,74778592,31,1,0,0.032258064516129,0
"9338","chr16",74748633,74791200,31,0,0,0,0
"9339","chr18",74164359,74819498,31,0,0,0,0
"9340","chr1",74047512,74825297,31,0,0,0,0
"9341","chr1",74825298,74826923,31,0,2,0,0.0645161290322581
"9342","chr10",74778593,74875553,31,0,0,0,0
"9343","chr10",74875554,74910703,31,0,0,0,0
"9344","chr18",74819499,74935493,31,0,0,0,0
"9345","chr1",74826924,74948122,31,0,0,0,0
"9346","chr1",74948123,74950834,30,0,0,0,0
"9347","chr1",74950835,74962200,29,0,0,0,0
"9348","chr1",74962201,74969855,31,2,0,0.0645161290322581,0
"9349","chr1",74969856,74974344,31,3,1,0.0967741935483871,0.032258064516129
"9350","chr1",74974345,74974498,31,3,0,0.0967741935483871,0
"9351","chr1",74974499,74974591,31,3,0,0.0967741935483871,0
"9352","chr1",74974592,74975607,30,3,0,0.0967741935483871,0
"9353","chr7",74743772,74987882,31,0,0,0,0
"9354","chr1",74975608,74999695,28,3,0,0.0967741935483871,0
"9355","chr1",74999696,75002179,31,6,0,0.193548387096774,0
"9356","chr1",75002180,75003834,31,7,0,0.225806451612903,0
"9357","chr1",75003835,75004509,31,6,0,0.193548387096774,0
"9358","chr1",75004510,75004659,31,6,0,0.193548387096774,0
"9359","chr1",75004660,75004734,31,6,0,0.193548387096774,0
"9360","chr1",75004735,75004809,31,6,0,0.193548387096774,0
"9361","chr7",74987883,75006261,31,0,0,0,0
"9362","chr4",74508807,75006701,31,0,0,0,0
"9363","chr4",75006702,75007676,31,6,0,0.193548387096774,0
"9364","chr1",75004810,75012188,31,6,0,0.193548387096774,0
"9365","chr1",75012189,75014899,31,7,0,0.225806451612903,0
"9366","chr1",75014900,75014974,31,9,0,0.290322580645161,0
"9367","chr1",75014975,75015049,31,9,0,0.290322580645161,0
"9368","chr6",72981677,75033406,31,0,0,0,0
"9369","chr1",75015050,75038834,31,9,0,0.290322580645161,0
"9370","chr1",75038835,75039059,31,8,0,0.258064516129032,0
"9371","chr1",75039060,75039210,31,7,0,0.225806451612903,0
"9372","chr1",75039211,75040588,31,7,0,0.225806451612903,0
"9373","chr10",74910704,75043153,31,0,0,0,0
"9374","chr1",75040589,75049762,31,6,0,0.193548387096774,0
"9375","chr1",75049763,75049837,31,6,0,0.193548387096774,0
"9376","chr1",75049838,75059522,31,6,0,0.193548387096774,0
"9377","chr1",75059523,75060122,31,5,0,0.161290322580645,0
"9378","chr1",75060123,75066865,31,4,0,0.129032258064516,0
"9379","chr1",75066866,75066940,31,4,1,0.129032258064516,0.032258064516129
"9380","chr1",75066941,75067155,31,3,1,0.0967741935483871,0.032258064516129
"9381","chr1",75067156,75067596,31,3,2,0.0967741935483871,0.0645161290322581
"9382","chr10",75043154,75067679,31,0,0,0,0
"9383","chr1",75067597,75080998,31,2,2,0.0645161290322581,0.0645161290322581
"9384","chr1",75080999,75188755,31,0,4,0,0.129032258064516
"9385","chr13",73721508,75213382,31,0,0,0,0
"9386","chr1",75188756,75222217,31,0,0,0,0
"9387","chr1",75222218,75231858,31,0,1,0,0.032258064516129
"9388","chr10",75067680,75244085,31,0,0,0,0
"9389","chr6",75033407,75254378,31,0,0,0,0
"9390","chr6",75254379,75299426,31,0,0,0,0
"9391","chr10",75244086,75325449,31,0,0,0,0
"9392","chr10",75325450,75329400,31,0,0,0,0
"9393","chr10",75329401,75330084,31,0,0,0,0
"9394","chr10",75330085,75330909,31,1,0,0.032258064516129,0
"9395","chr18",74935494,75347300,31,0,0,0,0
"9396","chr10",75330910,75354936,31,1,0,0.032258064516129,0
"9397","chr10",75354937,75359408,31,1,0,0.032258064516129,0
"9398","chr7",75006262,75363554,31,0,0,0,0
"9399","chr6",75299427,75371669,31,0,0,0,0
"9400","chr7",75363555,75385371,31,0,0,0,0
"9401","chr18",75347301,75391778,31,0,0,0,0
"9402","chr7",75385372,75421734,31,0,0,0,0
"9403","chr7",75421735,75422634,31,2,0,0.0645161290322581,0
"9404","chr7",75422635,75422709,31,1,0,0.032258064516129,0
"9405","chr7",75422710,75439550,31,0,0,0,0
"9406","chr7",75439551,75441425,31,0,0,0,0
"9407","chr15",74375272,75542225,31,0,0,0,0
"9408","chr15",75542226,75543079,31,4,0,0.129032258064516,0
"9409","chr10",75359409,75563685,31,0,0,0,0
"9410","chr10",75563686,75570758,31,0,0,0,0
"9411","chr6",75371670,75584258,31,0,0,0,0
"9412","chr6",75584259,75584924,31,0,0,0,0
"9413","chr14",72379525,75589634,31,0,0,0,0
"9414","chr7",75441426,75593656,31,0,0,0,0
"9415","chr7",75593657,75596056,31,1,0,0.032258064516129,0
"9416","chr7",75596057,75596206,31,2,0,0.0645161290322581,0
"9417","chr7",75596207,75597781,31,3,0,0.0967741935483871,0
"9418","chr7",75597782,75597931,31,2,0,0.0645161290322581,0
"9419","chr7",75597932,75600182,31,1,0,0.032258064516129,0
"9420","chr8",73954432,75605691,31,0,0,0,0
"9421","chr8",75605692,75606671,31,0,0,0,0
"9422","chr6",75584925,75617091,31,1,0,0.032258064516129,0
"9423","chr6",75617092,75618506,30,1,0,0.032258064516129,0
"9424","chr6",75618507,75618735,31,1,0,0.032258064516129,0
"9425","chr6",75618736,75626185,30,0,0,0,0
"9426","chr2",67619938,75654440,31,0,0,0,0
"9427","chr2",75654441,75654665,31,0,1,0,0.032258064516129
"9428","chr10",75570759,75656462,31,0,0,0,0
"9429","chr2",75654666,75657771,31,0,3,0,0.0967741935483871
"9430","chr2",75657772,75658154,31,0,2,0,0.0645161290322581
"9431","chr8",75606672,75674411,31,0,0,0,0
"9432","chr2",75658155,75702387,31,0,0,0,0
"9433","chr2",75702388,75706382,31,3,0,0.0967741935483871,0
"9434","chr8",75674412,75713982,31,0,0,0,0
"9435","chr6",75626186,75733942,31,0,0,0,0
"9436","chr6",75733943,75734789,31,4,0,0.129032258064516,0
"9437","chr6",75734790,75734794,27,0,0,0,0
"9438","chr17",73561937,75793602,31,0,0,0,0
"9439","chr2",75706383,75800229,31,0,0,0,0
"9440","chr2",75800230,75800379,31,0,1,0,0.032258064516129
"9441","chr2",75800380,75803264,31,0,3,0,0.0967741935483871
"9442","chr10",75656463,75882625,31,0,0,0,0
"9443","chr14",75589635,75913470,31,0,0,0,0
"9444","chr17",75793603,75966635,31,0,0,0,0
"9445","chr17",75966636,75966710,31,1,0,0.032258064516129,0
"9446","chr17",75966711,75967173,31,2,0,0.0645161290322581,0
"9447","chr6",75734795,75978987,31,0,0,0,0
"9448","chrX",74492697,76031715,31,0,0,0,0
"9449","chrX",76031716,76031790,31,0,0,0,0
"9450","chrX",76031791,76046802,31,0,0,0,0
"9451","chr18",75391779,76049752,31,0,0,0,0
"9452","chr18",76049753,76050278,31,0,2,0,0.0645161290322581
"9453","chr10",75882626,76050759,31,0,0,0,0
"9454","chrX",76046803,76057810,31,0,0,0,0
"9455","chr2",75803265,76070530,31,0,0,0,0
"9456","chr2",76070531,76074806,31,6,0,0.193548387096774,0
"9457","chr13",75213383,76101517,31,0,0,0,0
"9458","chr13",76101518,76103317,31,19,0,0.612903225806452,0
"9459","chr10",76050760,76152825,31,0,0,0,0
"9460","chr6",75978988,76169091,31,0,0,0,0
"9461","chr7",75600183,76235789,31,0,0,0,0
"9462","chr6",76169092,76239781,31,0,0,0,0
"9463","chr6",76239782,76263023,31,0,0,0,0
"9464","chr6",76263024,76284198,31,0,0,0,0
"9465","chr6",76284199,76287088,31,0,0,0,0
"9466","chr1",75231859,76313922,31,0,0,0,0
"9467","chr1",76313923,76325820,31,0,1,0,0.032258064516129
"9468","chr1",76325821,76326090,30,0,1,0,0.032258064516129
"9469","chr1",76326091,76330772,31,0,2,0,0.0645161290322581
"9470","chr1",76330773,76341727,31,0,3,0,0.0967741935483871
"9471","chr1",76341728,76345037,31,0,3,0,0.0967741935483871
"9472","chr1",76345038,76345562,31,0,2,0,0.0645161290322581
"9473","chr8",75713983,76368354,31,0,0,0,0
"9474","chr5",74232679,76376253,31,0,0,0,0
"9475","chr8",76368355,76376301,31,0,0,0,0
"9476","chr5",76376254,76376557,31,0,0,0,0
"9477","chr5",76376558,76376782,31,1,0,0.032258064516129,0
"9478","chr7",76235790,76383190,31,0,0,0,0
"9479","chr8",76376302,76383223,31,0,0,0,0
"9480","chr17",75967174,76398002,31,0,0,0,0
"9481","chr11",74317291,76414954,31,0,0,0,0
"9482","chr10",76152826,76415340,31,0,0,0,0
"9483","chr10",76415341,76415565,31,0,0,0,0
"9484","chr17",76398003,76418869,31,0,0,0,0
"9485","chr10",76415566,76428269,31,0,0,0,0
"9486","chr1",76345563,76431955,31,0,0,0,0
"9487","chr1",76431956,76460093,30,0,0,0,0
"9488","chr11",76414955,76471280,31,0,0,0,0
"9489","chr8",76383224,76494759,31,0,0,0,0
"9490","chr1",76460094,76509539,31,0,0,0,0
"9491","chr1",76509540,76555913,31,0,0,0,0
"9492","chr1",76555914,76612037,31,0,1,0,0.032258064516129
"9493","chr1",76612038,76616579,28,0,1,0,0.032258064516129
"9494","chr1",76616580,76619394,30,0,3,0,0.0967741935483871
"9495","chr8",76494760,76636421,31,0,0,0,0
"9496","chr6",76287089,76643965,31,0,0,0,0
"9497","chr8",76636422,76647662,31,0,0,0,0
"9498","chr6",76643966,76655193,31,0,0,0,0
"9499","chr18",76050279,76699760,31,0,0,0,0
"9500","chr18",76699761,76700792,31,0,1,0,0.032258064516129
"9501","chr1",76619395,76714615,31,0,4,0,0.129032258064516
"9502","chr1",76714616,76714765,31,0,1,0,0.032258064516129
"9503","chr1",76714766,76715571,30,0,0,0,0
"9504","chr6",76655194,76736404,31,0,0,0,0
"9505","chr6",76736405,76736704,31,1,0,0.032258064516129,0
"9506","chr1",76715572,76749191,31,0,0,0,0
"9507","chr1",76749192,76754822,30,0,0,0,0
"9508","chr1",76754823,76754897,31,0,1,0,0.032258064516129
"9509","chr5",76376783,76756072,31,0,0,0,0
"9510","chr5",76756073,76756372,31,1,0,0.032258064516129,0
"9511","chr18",76700793,76758547,31,0,0,0,0
"9512","chr7",76383191,76763470,31,0,0,0,0
"9513","chr8",76647663,76767653,31,0,0,0,0
"9514","chr18",76758548,76807339,31,0,0,0,0
"9515","chr18",76807340,76808089,31,0,0,0,0
"9516","chr4",75007677,76816006,31,0,0,0,0
"9517","chr5",76756373,76834143,31,0,0,0,0
"9518","chr5",76834144,76857175,31,0,0,0,0
"9519","chr5",76857176,76862913,31,1,0,0.032258064516129,0
"9520","chr4",76816007,76905319,31,0,0,0,0
"9521","chr8",76767654,76911420,31,0,0,0,0
"9522","chr13",76103318,76915375,31,0,0,0,0
"9523","chr7",76763471,76915674,31,0,0,0,0
"9524","chr7",76915675,76918674,31,0,1,0,0.032258064516129
"9525","chr7",76918675,76920100,31,0,3,0,0.0967741935483871
"9526","chr7",76920101,76926247,31,0,4,0,0.129032258064516
"9527","chr13",76915376,76934358,31,0,0,0,0
"9528","chr18",76808090,76937379,31,0,0,0,0
"9529","chr18",76937380,76937454,31,0,1,0,0.032258064516129
"9530","chr18",76937455,76937529,31,0,6,0,0.193548387096774
"9531","chr18",76937530,76939254,31,0,18,0,0.580645161290323
"9532","chr8",76911421,76939295,31,0,0,0,0
"9533","chr18",76939255,76939329,31,0,16,0,0.516129032258065
"9534","chr8",76939296,76940820,31,1,0,0.032258064516129,0
"9535","chr13",76934359,76942967,31,0,0,0,0
"9536","chr13",76942968,76944242,31,0,0,0,0
"9537","chr1",76754898,76958277,31,0,3,0,0.0967741935483871
"9538","chr4",76905320,76959001,31,0,0,0,0
"9539","chr1",76958278,76962665,29,0,1,0,0.032258064516129
"9540","chr14",75913471,76968354,31,0,0,0,0
"9541","chr18",76939330,76970633,31,0,0,0,0
"9542","chr18",76970634,76996590,31,0,0,0,0
"9543","chr18",76996591,76996976,31,0,0,0,0
"9544","chr8",76940821,76997775,31,0,0,0,0
"9545","chr14",76968355,76999508,31,0,0,0,0
"9546","chr1",76962666,77003060,31,0,1,0,0.032258064516129
"9547","chr8",76997776,77008370,31,0,0,0,0
"9548","chr8",77008371,77010095,31,0,0,0,0
"9549","chr1",77003061,77013039,30,0,0,0,0
"9550","chr8",77010096,77016064,31,0,0,0,0
"9551","chr13",76944243,77062602,31,0,0,0,0
"9552","chr8",77016065,77074133,31,0,0,0,0
"9553","chr8",77074134,77083310,31,0,0,0,0
"9554","chr8",77083311,77083535,31,0,0,0,0
"9555","chr17",76418870,77086595,31,0,0,0,0
"9556","chr7",76926248,77096848,31,0,0,0,0
"9557","chr7",77096849,77096998,31,0,1,0,0.032258064516129
"9558","chr7",77096999,77097073,31,0,7,0,0.225806451612903
"9559","chr7",77097074,77098652,31,0,8,0,0.258064516129032
"9560","chr8",77083536,77110668,31,0,0,0,0
"9561","chr8",77110669,77137425,31,0,0,0,0
"9562","chr5",76862914,77149931,31,0,0,0,0
"9563","chr7",77098653,77151433,31,0,0,0,0
"9564","chr1",77013040,77152850,31,0,0,0,0
"9565","chr7",77151434,77153683,31,0,0,0,0
"9566","chr1",77152851,77153920,31,0,2,0,0.0645161290322581
"9567","chr7",77153684,77154508,31,0,0,0,0
"9568","chr1",77153921,77154749,31,0,3,0,0.0967741935483871
"9569","chr7",77154509,77155783,31,0,0,0,0
"9570","chr7",77155784,77160064,31,1,0,0.032258064516129,0
"9571","chr7",77160065,77160139,31,2,0,0.0645161290322581,0
"9572","chr7",77160140,77160814,31,4,0,0.129032258064516,0
"9573","chr7",77160815,77160889,31,5,0,0.161290322580645,0
"9574","chr7",77160890,77161564,31,6,0,0.193548387096774,0
"9575","chr7",77161565,77162614,31,5,0,0.161290322580645,0
"9576","chr7",77162615,77162839,31,3,0,0.0967741935483871,0
"9577","chr7",77162840,77162914,31,2,0,0.0645161290322581,0
"9578","chr7",77162915,77168541,31,1,0,0.032258064516129,0
"9579","chr8",77137426,77172835,31,0,0,0,0
"9580","chr8",77172836,77172985,31,0,1,0,0.032258064516129
"9581","chr8",77172986,77173060,31,0,2,0,0.0645161290322581
"9582","chr8",77173061,77176062,31,0,3,0,0.0967741935483871
"9583","chr1",77154750,77188097,31,0,4,0,0.129032258064516
"9584","chr1",77188098,77190952,30,0,3,0,0.0967741935483871
"9585","chr1",77190953,77191402,31,0,3,0,0.0967741935483871
"9586","chr4",76959002,77194210,31,0,0,0,0
"9587","chr6",76736705,77214611,31,0,0,0,0
"9588","chr18",76996977,77216118,31,0,0,0,0
"9589","chr18",77216119,77216193,31,0,2,0,0.0645161290322581
"9590","chr18",77216194,77216268,31,0,13,0,0.419354838709677
"9591","chr18",77216269,77217318,31,0,18,0,0.580645161290323
"9592","chr17",77086596,77253689,31,0,0,0,0
"9593","chr7",77168542,77282521,31,0,0,0,0
"9594","chr18",77217319,77296416,31,0,0,0,0
"9595","chr8",77176063,77304408,31,0,0,0,0
"9596","chr7",77282522,77318332,31,0,0,0,0
"9597","chr7",77318333,77318483,31,0,0,0,0
"9598","chr7",77318484,77334057,31,0,0,0,0
"9599","chr7",77334058,77334132,31,0,0,0,0
"9600","chr18",77296417,77334958,31,0,0,0,0
"9601","chr7",77334133,77371259,31,0,0,0,0
"9602","chr7",77371260,77372384,31,1,0,0.032258064516129,0
"9603","chr17",77253690,77373475,31,0,0,0,0
"9604","chr7",77372385,77398241,31,0,0,0,0
"9605","chr8",77304409,77399985,31,0,0,0,0
"9606","chr4",77194211,77416729,31,0,0,0,0
"9607","chr4",77416730,77423614,31,0,0,0,0
"9608","chr10",76428270,77442747,31,0,0,0,0
"9609","chr2",76074807,77448066,31,0,0,0,0
"9610","chr2",77448067,77451996,31,0,0,0,0
"9611","chr2",77451997,77452151,31,0,0,0,0
"9612","chr17",77373476,77459313,31,0,0,0,0
"9613","chr11",76471281,77472735,31,0,0,0,0
"9614","chr10",77442748,77514922,31,0,0,0,0
"9615","chr18",77334959,77524663,31,0,0,0,0
"9616","chr4",77423615,77532074,31,0,0,0,0
"9617","chr4",77532075,77532197,31,0,0,0,0
"9618","chr1",77191403,77541760,31,0,0,0,0
"9619","chr5",77149932,77542132,31,0,0,0,0
"9620","chr18",77524664,77550068,31,0,0,0,0
"9621","chr5",77542133,77553005,30,0,0,0,0
"9622","chr10",77514923,77555739,31,0,0,0,0
"9623","chr1",77541761,77562174,31,0,0,0,0
"9624","chr1",77562175,77562810,31,0,1,0,0.032258064516129
"9625","chr1",77562811,77579164,31,0,2,0,0.0645161290322581
"9626","chr1",77579165,77583405,31,0,1,0,0.032258064516129
"9627","chr1",77583406,77583780,31,0,0,0,0
"9628","chr18",77550069,77592176,31,0,0,0,0
"9629","chr1",77583781,77616842,31,0,0,0,0
"9630","chr2",77452152,77631477,31,0,0,0,0
"9631","chr13",77062603,77633033,31,0,0,0,0
